"No.","Time","Source","Destination","Protocol","Length","Info"
"225","133.524447","HonHaiPr_48:58:9d","1a:02:ae:9a:0d:ef","ARP","42","192.168.43.3 is at c4:8e:8f:48:58:9d"
"226","151.119117","192.168.43.3","69.171.250.60","TCP","55","[TCP Keep-Alive] 49528  >  443 [ACK] Seq=1151 Ack=3561 Win=16533 Len=1"
"227","151.310789","69.171.250.60","192.168.43.3","TCP","54","[TCP Keep-Alive ACK] 443  >  49528 [ACK] Seq=3561 Ack=1152 Win=425 Len=0"
"228","155.888611","HonHaiPr_48:58:9d","1a:02:ae:9a:0d:ef","ARP","42","Who has 192.168.43.92? Tell 192.168.43.3"
"229","155.891463","1a:02:ae:9a:0d:ef","HonHaiPr_48:58:9d","ARP","42","192.168.43.92 is at 1a:02:ae:9a:0d:ef"
"230","156.563672","1a:02:ae:9a:0d:ef","HonHaiPr_48:58:9d","ARP","42","Who has 192.168.43.3? Tell 192.168.43.92"
"231","156.563706","HonHaiPr_48:58:9d","1a:02:ae:9a:0d:ef","ARP","42","192.168.43.3 is at c4:8e:8f:48:58:9d"
"232","170.108126","192.168.43.3","69.171.250.60","TLSv1.2","82","Application Data"
"233","170.193405","69.171.250.60","192.168.43.3","TCP","54","443  >  49528 [ACK] Seq=3561 Ack=1180 Win=425 Len=0"
"234","170.228984","192.168.43.3","192.168.43.92","DNS","76","Standard query 0xda0f A web.whatsapp.com"
"235","170.337876","192.168.43.92","192.168.43.3","DNS","129","Standard query response 0xda0f A web.whatsapp.com CNAME mmx-ds.cdn.whatsapp.net A 69.171.250.60"
"236","170.346796","192.168.43.3","69.171.250.60","TCP","66","49544  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"237","170.443446","69.171.250.60","192.168.43.3","TCP","54","443  >  49528 [FIN, ACK] Seq=3561 Ack=1180 Win=425 Len=0"
"238","170.443516","192.168.43.3","69.171.250.60","TCP","54","49528  >  443 [ACK] Seq=1180 Ack=3562 Win=16533 Len=0"
"239","170.445058","69.171.250.60","192.168.43.3","TCP","66","443  >  49544 [SYN, ACK] Seq=0 Ack=1 Win=27840 Len=0 MSS=1392 SACK_PERM=1 WS=256"
"240","170.445147","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=1 Ack=1 Win=66816 Len=0"
"241","170.450889","192.168.43.3","69.171.250.60","TCP","54","49528  >  443 [FIN, ACK] Seq=1180 Ack=3562 Win=16533 Len=0"
"242","170.452435","192.168.43.3","69.171.250.60","TLSv1.3","571","Client Hello"
"243","170.536732","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=1 Ack=518 Win=28928 Len=0"
"244","170.813865","69.171.250.60","192.168.43.3","TLSv1.3","257","Server Hello, Change Cipher Spec, Application Data"
"245","170.817850","192.168.43.3","69.171.250.60","TCP","54","[TCP Retransmission] 49528  >  443 [FIN, ACK] Seq=1180 Ack=3562 Win=16533 Len=0"
"246","170.822717","192.168.43.3","69.171.250.60","TLSv1.3","118","Change Cipher Spec, Application Data"
"247","170.904485","69.171.250.60","192.168.43.3","TCP","54","443  >  49528 [ACK] Seq=3562 Ack=1181 Win=425 Len=0"
"248","170.913494","69.171.250.60","192.168.43.3","TLSv1.3","209","Application Data"
"249","170.915364","192.168.43.3","69.171.250.60","TLSv1.3","576","Application Data"
"250","171.055152","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=359 Ack=1104 Win=30208 Len=0"
"251","171.533021","69.171.250.60","192.168.43.3","TLSv1.3","242","Application Data"
"252","171.553238","192.168.43.3","192.168.43.92","DNS","80","Standard query 0xec69 A beacons.gcp.gvt2.com"
"253","171.567522","192.168.43.3","192.168.43.92","DNS","75","Standard query 0x88c5 A play.google.com"
"254","171.587933","192.168.43.3","69.171.250.60","TLSv1.3","182","Application Data"
"255","171.591091","192.168.43.3","69.171.250.60","TLSv1.3","310","Application Data"
"256","171.632567","192.168.43.3","69.171.250.60","TCP","1446","49544  >  443 [ACK] Seq=1488 Ack=547 Win=66268 Len=1392 [TCP segment of a reassembled PDU]"
"257","171.632581","192.168.43.3","69.171.250.60","TCP","1446","49544  >  443 [ACK] Seq=2880 Ack=547 Win=66268 Len=1392 [TCP segment of a reassembled PDU]"
"258","171.633545","192.168.43.92","192.168.43.3","DNS","126","Standard query response 0xec69 A beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com A 172.217.194.94"
"259","171.633546","192.168.43.92","192.168.43.3","DNS","171","Standard query response 0x88c5 A play.google.com A 172.217.194.101 A 172.217.194.102 A 172.217.194.138 A 172.217.194.100 A 172.217.194.113 A 172.217.194.139"
"260","171.637740","192.168.43.3","172.217.194.94","UDP","1392","53942  >  443 Len=1350"
"261","171.649362","192.168.43.3","172.217.194.101","UDP","1392","53943  >  443 Len=1350"
"262","171.737148","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=547 Ack=4272 Win=37888 Len=0"
"263","171.737213","192.168.43.3","69.171.250.60","TCP","1446","49544  >  443 [ACK] Seq=4272 Ack=547 Win=66268 Len=1392 [TCP segment of a reassembled PDU]"
"264","171.737223","192.168.43.3","69.171.250.60","TCP","1446","49544  >  443 [ACK] Seq=5664 Ack=547 Win=66268 Len=1392 [TCP segment of a reassembled PDU]"
"265","171.737228","192.168.43.3","69.171.250.60","TCP","1446","49544  >  443 [ACK] Seq=7056 Ack=547 Win=66268 Len=1392 [TCP segment of a reassembled PDU]"
"266","171.737237","192.168.43.3","69.171.250.60","TCP","1446","49544  >  443 [ACK] Seq=8448 Ack=547 Win=66268 Len=1392 [TCP segment of a reassembled PDU]"
"267","171.737243","192.168.43.3","69.171.250.60","TCP","1446","49544  >  443 [ACK] Seq=9840 Ack=547 Win=66268 Len=1392 [TCP segment of a reassembled PDU]"
"268","171.754186","172.217.194.94","192.168.43.3","UDP","1392","443  >  53942 Len=1350"
"269","171.755632","192.168.43.3","172.217.194.94","UDP","75","53942  >  443 Len=33"
"270","171.756480","192.168.43.3","172.217.194.94","UDP","910","53942  >  443 Len=868"
"271","171.782119","172.217.194.101","192.168.43.3","UDP","1392","443  >  53943 Len=1350"
"272","171.784046","192.168.43.3","172.217.194.101","UDP","75","53943  >  443 Len=33"
"273","171.784648","192.168.43.3","172.217.194.101","UDP","1043","53943  >  443 Len=1001"
"274","171.849832","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=547 Ack=7056 Win=43264 Len=0"
"275","171.849905","192.168.43.3","69.171.250.60","TLSv1.3","1446","Application Data [TCP segment of a reassembled PDU]"
"276","171.849920","192.168.43.3","69.171.250.60","TCP","1446","49544  >  443 [ACK] Seq=12624 Ack=547 Win=66268 Len=1392 [TCP segment of a reassembled PDU]"
"277","171.849929","192.168.43.3","69.171.250.60","TCP","1446","49544  >  443 [ACK] Seq=14016 Ack=547 Win=66268 Len=1392 [TCP segment of a reassembled PDU]"
"278","171.849937","192.168.43.3","69.171.250.60","TCP","1446","49544  >  443 [ACK] Seq=15408 Ack=547 Win=66268 Len=1392 [TCP segment of a reassembled PDU]"
"279","171.850155","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=547 Ack=8448 Win=46080 Len=0"
"280","171.850186","192.168.43.3","69.171.250.60","TLSv1.3","264","Application Data"
"281","171.869822","172.217.194.94","192.168.43.3","UDP","1081","443  >  53942 Len=1039"
"282","171.869938","172.217.194.94","192.168.43.3","UDP","67","443  >  53942 Len=25"
"283","171.870835","192.168.43.3","172.217.194.94","UDP","75","53942  >  443 Len=33"
"284","171.907114","172.217.194.101","192.168.43.3","UDP","67","443  >  53943 Len=25"
"285","171.927159","69.171.250.60","192.168.43.3","TLSv1.3","269","Application Data"
"286","171.970125","172.217.194.101","192.168.43.3","UDP","873","443  >  53943 Len=831"
"287","171.997501","192.168.43.3","172.217.194.101","UDP","75","53943  >  443 Len=33"
"288","172.013480","172.217.194.101","192.168.43.3","UDP","319","443  >  53943 Len=277"
"289","172.025287","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=762 Ack=15408 Win=60160 Len=0"
"290","172.025440","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=762 Ack=16800 Win=62976 Len=0"
"291","172.042466","192.168.43.3","172.217.194.101","UDP","75","53943  >  443 Len=33"
"292","172.122535","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=17010 Ack=762 Win=66052 Len=0"
"293","172.182774","69.171.250.60","192.168.43.3","TCP","335","[TCP Retransmission] 443  >  49544 [PSH, ACK] Seq=547 Ack=17010 Win=65536 Len=281"
"294","172.182860","192.168.43.3","69.171.250.60","TCP","66","[TCP ACKed unseen segment] 49544  >  443 [ACK] Seq=17010 Ack=828 Win=65988 Len=0 SLE=547 SRE=762"
"295","172.853543","69.171.250.60","192.168.43.3","TLSv1.3","359","[TCP Previous segment not captured] , Application Data"
"296","172.853640","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 294#1] 49544  >  443 [ACK] Seq=17010 Ack=828 Win=65988 Len=0 SLE=1811 SRE=2116"
"297","172.853958","69.171.250.60","192.168.43.3","TLSv1.3","108","[TCP Previous segment not captured] , Application Data"
"298","172.853960","69.171.250.60","192.168.43.3","TLSv1.3","117","Application Data"
"299","172.854029","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 294#2] 49544  >  443 [ACK] Seq=17010 Ack=828 Win=65988 Len=0 SLE=2264 SRE=2318 SLE=1811 SRE=2116"
"300","172.854154","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 294#3] 49544  >  443 [ACK] Seq=17010 Ack=828 Win=65988 Len=0 SLE=2264 SRE=2381 SLE=1811 SRE=2116"
"301","172.907662","69.171.250.60","192.168.43.3","TCP","1037","[TCP Out-Of-Order] 443  >  49544 [PSH, ACK] Seq=828 Ack=17010 Win=65536 Len=983"
"302","172.907664","69.171.250.60","192.168.43.3","TCP","202","[TCP Out-Of-Order] 443  >  49544 [PSH, ACK] Seq=2116 Ack=17010 Win=65536 Len=148"
"303","172.907712","192.168.43.3","69.171.250.60","TCP","66","49544  >  443 [ACK] Seq=17010 Ack=2116 Win=66816 Len=0 SLE=2264 SRE=2381"
"304","172.907781","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=17010 Ack=2381 Win=66548 Len=0"
"305","172.921085","69.171.250.60","192.168.43.3","TLSv1.3","950","Application Data"
"306","173.085500","69.171.250.60","192.168.43.3","TLSv1.3","1037","[TCP Spurious Retransmission] , Application Data"
"307","173.085553","192.168.43.3","69.171.250.60","TCP","66","49544  >  443 [ACK] Seq=17010 Ack=3277 Win=65652 Len=0 SLE=828 SRE=1811"
"308","173.085773","69.171.250.60","192.168.43.3","TLSv1.3","202","[TCP Spurious Retransmission] , Application Data"
"309","173.085794","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 307#1] 49544  >  443 [ACK] Seq=17010 Ack=3277 Win=65652 Len=0 SLE=2116 SRE=2264"
"310","173.271533","192.168.43.3","69.171.250.60","TLSv1.3","180","Application Data"
"311","173.272754","192.168.43.3","69.171.250.60","TLSv1.3","158","Application Data"
"312","173.457645","192.168.43.3","74.125.68.188","TCP","55","[TCP Keep-Alive] 49534  >  5228 [ACK] Seq=1 Ack=1 Win=16274 Len=1"
"313","173.543971","74.125.68.188","192.168.43.3","TCP","66","[TCP Keep-Alive ACK] 5228  >  49534 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2"
"314","173.575593","69.171.250.60","192.168.43.3","TLSv1.3","88","Application Data"
"315","173.777404","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=17240 Ack=3311 Win=65620 Len=0"
"316","174.726458","192.168.43.3","69.171.250.60","TLSv1.3","174","Application Data"
"317","174.807935","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=3311 Ack=17360 Win=65536 Len=0"
"318","175.037102","69.171.250.60","192.168.43.3","TLSv1.3","88","Application Data"
"319","175.232107","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=17360 Ack=3345 Win=65584 Len=0"
"320","175.505686","1a:02:ae:9a:0d:ef","HonHaiPr_48:58:9d","ARP","42","Who has 192.168.43.3? Tell 192.168.43.92"
"321","175.505719","HonHaiPr_48:58:9d","1a:02:ae:9a:0d:ef","ARP","42","192.168.43.3 is at c4:8e:8f:48:58:9d"
"322","176.255154","69.171.250.60","192.168.43.3","TLSv1.3","441","Application Data"
"323","176.452014","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=17360 Ack=3732 Win=66816 Len=0"
"324","176.943120","192.168.43.3","69.171.250.60","TLSv1.3","152","Application Data"
"325","176.945352","192.168.43.3","69.171.250.60","TLSv1.3","150","Application Data"
"326","176.990407","69.171.250.60","192.168.43.3","TLSv1.3","333","[TCP Previous segment not captured] , Continuation Data"
"327","176.990513","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 323#1] 49544  >  443 [ACK] Seq=17554 Ack=3732 Win=66816 Len=0 SLE=6024 SRE=6303"
"328","177.039628","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=6303 Ack=17458 Win=65536 Len=0"
"329","177.046764","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=6303 Ack=17554 Win=65536 Len=0"
"330","177.106642","192.168.43.3","69.171.250.60","TLSv1.3","114","Application Data"
"331","177.209620","69.171.250.60","192.168.43.3","TCP","1446","443  >  49544 [ACK] Seq=6303 Ack=17614 Win=65536 Len=1392 [TCP segment of a reassembled PDU]"
"332","177.209683","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 323#2] 49544  >  443 [ACK] Seq=17614 Ack=3732 Win=66816 Len=0 SLE=6024 SRE=7695"
"333","177.254886","69.171.250.60","192.168.43.3","TLSv1.3","1446","Application Data [TCP segment of a reassembled PDU]"
"334","177.254984","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 323#3] 49544  >  443 [ACK] Seq=17614 Ack=3732 Win=66816 Len=0 SLE=6024 SRE=9087"
"335","177.288888","192.168.43.3","69.171.250.60","TLSv1.3","158","Application Data"
"336","177.339274","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"337","177.339412","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 323#4] 49544  >  443 [ACK] Seq=17718 Ack=3732 Win=66816 Len=0 SLE=10479 SRE=11871 SLE=6024 SRE=9087"
"338","177.388106","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49544 [ACK] Seq=9087 Ack=17614 Win=65536 Len=1392"
"339","177.388178","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 323#5] 49544  >  443 [ACK] Seq=17718 Ack=3732 Win=66816 Len=0 SLE=6024 SRE=11871"
"340","177.440230","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"341","177.440296","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 323#6] 49544  >  443 [ACK] Seq=17718 Ack=3732 Win=66816 Len=0 SLE=6024 SRE=13263"
"342","177.472954","69.171.250.60","192.168.43.3","TCP","954","[TCP Out-Of-Order] 443  >  49544 [PSH, ACK] Seq=3732 Ack=17614 Win=65536 Len=900"
"343","177.473020","192.168.43.3","69.171.250.60","TCP","66","49544  >  443 [ACK] Seq=17718 Ack=4632 Win=65916 Len=0 SLE=6024 SRE=13263"
"344","177.500321","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=13263 Ack=17718 Win=65536 Len=0"
"345","177.558597","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"346","177.558651","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 343#1] 49544  >  443 [ACK] Seq=17718 Ack=4632 Win=65916 Len=0 SLE=6024 SRE=14655"
"347","177.601231","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"348","177.601297","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 343#2] 49544  >  443 [ACK] Seq=17718 Ack=4632 Win=65916 Len=0 SLE=6024 SRE=16047"
"349","177.656576","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"350","177.656630","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 343#3] 49544  >  443 [ACK] Seq=17718 Ack=4632 Win=65916 Len=0 SLE=6024 SRE=17439"
"351","177.767341","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"352","177.767397","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 343#4] 49544  >  443 [ACK] Seq=17718 Ack=4632 Win=65916 Len=0 SLE=6024 SRE=18831"
"353","177.813559","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49544 [ACK] Seq=4632 Ack=17718 Win=65536 Len=1392"
"354","177.813649","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=17718 Ack=18831 Win=66816 Len=0"
"355","177.918112","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"356","177.955891","192.168.43.3","69.171.250.60","TLSv1.3","150","Application Data"
"357","177.985098","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"358","178.103325","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"359","178.103387","192.168.43.3","69.171.250.60","TCP","66","49544  >  443 [ACK] Seq=17814 Ack=21615 Win=66816 Len=0 SLE=23007 SRE=24399"
"360","178.177950","192.168.43.3","69.171.250.60","TLSv1.3","1071","Application Data"
"361","178.182320","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"362","178.182375","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 359#1] 49544  >  443 [ACK] Seq=18831 Ack=21615 Win=66816 Len=0 SLE=23007 SRE=25791"
"363","178.260877","69.171.250.60","192.168.43.3","TLSv1.3","550","Continuation Data"
"364","178.260938","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 359#2] 49544  >  443 [ACK] Seq=18831 Ack=21615 Win=66816 Len=0 SLE=23007 SRE=26287"
"365","178.397023","69.171.250.60","192.168.43.3","TLSv1.3","88","Application Data"
"366","178.397076","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 359#3] 49544  >  443 [ACK] Seq=18831 Ack=21615 Win=66816 Len=0 SLE=23007 SRE=26321"
"367","178.445804","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49544 [ACK] Seq=21615 Ack=17814 Win=65536 Len=1392"
"368","178.445877","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=18831 Ack=26321 Win=66816 Len=0"
"369","178.446079","69.171.250.60","192.168.43.3","TCP","54","443  >  49544 [ACK] Seq=26321 Ack=18831 Win=68352 Len=0"
"370","178.516623","192.168.43.3","192.168.43.92","DNS","80","Standard query 0xe760 A mmg-fna.whatsapp.net"
"371","178.517294","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"372","178.517331","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 368#1] 49544  >  443 [ACK] Seq=18831 Ack=26321 Win=66816 Len=0 SLE=27713 SRE=29105"
"373","178.609283","69.171.250.60","192.168.43.3","TLSv1.3","763","Continuation Data"
"374","178.609340","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 368#2] 49544  >  443 [ACK] Seq=18831 Ack=26321 Win=66816 Len=0 SLE=27713 SRE=29814"
"375","178.659676","192.168.43.92","192.168.43.3","DNS","121","Standard query response 0xe760 A mmg-fna.whatsapp.net CNAME mmx-ds.cdn.whatsapp.net A 69.171.250.60"
"376","178.660464","192.168.43.3","69.171.250.60","TCP","66","49545  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"377","178.767220","192.168.43.3","69.171.250.60","TCP","66","49546  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"378","179.149839","69.171.250.60","192.168.43.3","TLSv1.3","90","Application Data"
"379","179.149893","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 368#3] 49544  >  443 [ACK] Seq=18831 Ack=26321 Win=66816 Len=0 SLE=27713 SRE=29850"
"380","179.307867","69.171.250.60","192.168.43.3","TCP","1446","[TCP Retransmission] 443  >  49544 [ACK] Seq=26321 Ack=18831 Win=68352 Len=1392"
"381","179.307967","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=18831 Ack=29850 Win=66816 Len=0"
"382","179.424266","69.171.250.60","192.168.43.3","TCP","1446","443  >  49544 [ACK] Seq=29850 Ack=18831 Win=68352 Len=1392 [TCP segment of a reassembled PDU]"
"383","179.452926","69.171.250.60","192.168.43.3","TLSv1.3","765","Application Data, Application Data"
"384","179.452989","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=18831 Ack=31953 Win=66816 Len=0"
"385","179.783231","69.171.250.60","192.168.43.3","TCP","66","443  >  49545 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM=1 WS=256"
"386","179.783540","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1 Ack=1 Win=66816 Len=0"
"387","179.784346","192.168.43.3","69.171.250.60","TLSv1.2","571","Client Hello"
"388","179.864788","69.171.250.60","192.168.43.3","TCP","66","443  >  49546 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM=1 WS=256"
"389","179.864885","192.168.43.3","69.171.250.60","TCP","54","49546  >  443 [ACK] Seq=1 Ack=1 Win=66816 Len=0"
"390","179.865570","192.168.43.3","69.171.250.60","TLSv1.3","571","Client Hello"
"391","179.895676","69.171.250.60","192.168.43.3","TCP","54","443  >  49545 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"392","179.923860","69.171.250.60","192.168.43.3","TLSv1.2","924","[TCP Previous segment not captured] , Ignored Unknown Record"
"393","179.923916","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 386#1] 49545  >  443 [ACK] Seq=518 Ack=1 Win=66816 Len=0 SLE=1393 SRE=2263"
"394","179.975970","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=1 Ack=518 Win=66816 Len=1392"
"395","179.976049","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=518 Ack=2263 Win=66816 Len=0"
"396","179.985715","69.171.250.60","192.168.43.3","TCP","54","443  >  49546 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"397","180.022204","192.168.43.3","69.171.250.60","TLSv1.2","118","Change Cipher Spec, Application Data"
"398","180.033842","69.171.250.60","192.168.43.3","TLSv1.3","1446","Server Hello, Change Cipher Spec, Application Data"
"399","180.035073","192.168.43.3","69.171.250.60","TLSv1.2","146","Application Data"
"400","180.035614","192.168.43.3","69.171.250.60","TLSv1.2","542","Application Data"
"401","180.061924","69.171.250.60","192.168.43.3","TLSv1.3","925","Application Data"
"402","180.061992","192.168.43.3","69.171.250.60","TCP","54","49546  >  443 [ACK] Seq=518 Ack=2264 Win=66816 Len=0"
"403","180.064601","192.168.43.3","69.171.250.60","TLSv1.3","118","Change Cipher Spec, Application Data"
"404","180.126892","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=1 Ack=518 Win=66816 Len=1392"
"405","180.126948","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 395#1] 49545  >  443 [ACK] Seq=1162 Ack=2263 Win=66816 Len=0 SLE=1 SRE=1393"
"406","180.189965","69.171.250.60","192.168.43.3","TCP","54","443  >  49545 [ACK] Seq=2263 Ack=582 Win=66816 Len=0"
"407","180.207645","69.171.250.60","192.168.43.3","TLSv1.2","225","Application Data"
"408","180.216628","69.171.250.60","192.168.43.3","TLSv1.2","128","Application Data"
"409","180.216688","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1162 Ack=2508 Win=66568 Len=0"
"410","180.216850","69.171.250.60","192.168.43.3","TCP","54","443  >  49545 [ACK] Seq=2508 Ack=674 Win=66816 Len=0"
"411","180.217205","192.168.43.3","69.171.250.60","TLSv1.2","85","Application Data"
"412","180.220907","69.171.250.60","192.168.43.3","TLSv1.2","85","Application Data"
"413","180.225062","69.171.250.60","192.168.43.3","TLSv1.2","89","Application Data"
"414","180.225096","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1193 Ack=2574 Win=66504 Len=0"
"415","180.270188","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"416","180.270251","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 414#1] 49545  >  443 [ACK] Seq=1193 Ack=2574 Win=66504 Len=0 SLE=3966 SRE=5358"
"417","180.343917","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"418","180.343971","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 414#2] 49545  >  443 [ACK] Seq=1193 Ack=2574 Win=66504 Len=0 SLE=3966 SRE=6750"
"419","180.402915","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"420","180.402973","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 414#3] 49545  >  443 [ACK] Seq=1193 Ack=2574 Win=66504 Len=0 SLE=3966 SRE=8142"
"421","180.450107","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"422","180.450190","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 414#4] 49545  >  443 [ACK] Seq=1193 Ack=2574 Win=66504 Len=0 SLE=10926 SRE=12318 SLE=3966 SRE=8142"
"423","180.509930","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=9534 Ack=1162 Win=67840 Len=1392"
"424","180.509984","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 414#5] 49545  >  443 [ACK] Seq=1193 Ack=2574 Win=66504 Len=0 SLE=9534 SRE=12318 SLE=3966 SRE=8142"
"425","180.566523","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"426","180.566586","192.168.43.3","69.171.250.60","TCP","82","[TCP Dup ACK 414#6] 49545  >  443 [ACK] Seq=1193 Ack=2574 Win=66504 Len=0 SLE=17886 SRE=19278 SLE=9534 SRE=12318 SLE=3966 SRE=8142"
"427","180.665551","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=2574 Ack=1193 Win=67840 Len=1392"
"428","180.665668","192.168.43.3","69.171.250.60","TCP","74","49545  >  443 [ACK] Seq=1193 Ack=8142 Win=66816 Len=0 SLE=17886 SRE=19278 SLE=9534 SRE=12318"
"429","180.784321","192.168.43.3","69.171.250.60","TCP","54","49546  >  443 [FIN, ACK] Seq=582 Ack=2264 Win=66816 Len=0"
"430","180.838067","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"431","180.838125","192.168.43.3","69.171.250.60","TCP","82","[TCP Dup ACK 428#1] 49545  >  443 [ACK] Seq=1193 Ack=8142 Win=66816 Len=0 SLE=24846 SRE=26238 SLE=17886 SRE=19278 SLE=9534 SRE=12318"
